HomeTeam,AwayTeam,FTR,HomeGoals,AwayGoals,StandingDiff,HomeWins,AwayWins,AvgHomeGoals,AvgAwayGoals,AvgHomeShots,AvgAwayShots,AvgHomeShotsOnTarget,AvgAwayShotsOnTarget,AvgHomeCorners,AvgAwayCorners,AvgHomeGoalsConceded,AvgAwayGoalsConceded,AvgHomeShotsConceded,AvgAwayShotsConceded,Year,Day
17,18,2,1,0,4,80.0,80.0,3.2,2.6,22.8,17.4,8.0,5.4,7.4,8.0,1.0,1.2,7.2,9.6,2016,31
19,20,2,2,1,-13,40.0,0.0,1.2,0.6,21.4,7.2,7.6,2.6,9.0,2.6,0.6,1.0,7.4,13.0,2016,31
26,32,0,1,2,-8,40.0,20.0,0.6,0.8,10.4,7.4,2.6,2.0,3.8,4.0,1.2,1.2,12.8,14.8,2016,31
29,4,0,0,3,-4,40.0,20.0,2.0,0.8,12.6,11.4,5.4,3.0,6.8,7.4,2.2,2.2,11.2,14.0,2016,31
0,10,2,2,0,-13,60.0,0.0,1.6,2.2,17.4,15.0,5.4,5.2,6.2,6.2,0.6,3.0,9.0,14.6,2017,1
31,30,0,1,4,10,60.0,20.0,1.4,1.2,12.6,13.4,2.8,4.4,4.6,6.4,1.0,1.0,10.6,11.2,2017,1
11,26,2,3,0,5,40.0,20.0,1.2,1.0,12.8,14.2,4.6,4.8,6.6,7.4,0.8,1.4,9.6,8.8,2017,2
18,7,2,2,1,-14,40.0,0.0,1.4,0.2,16.0,7.8,5.4,2.2,8.0,3.2,1.2,1.8,6.4,22.6,2017,2
20,16,1,0,0,17,60.0,0.0,1.2,1.0,11.2,11.8,3.0,4.0,5.4,6.2,0.8,1.6,12.6,15.8,2017,2
28,17,1,2,2,9,60.0,60.0,1.4,2.2,11.2,13.6,3.6,4.6,2.8,5.6,1.2,1.2,16.6,7.2,2017,2
32,14,2,3,1,-4,60.0,0.0,2.0,0.0,11.8,11.4,3.0,4.2,2.0,5.6,1.6,1.8,12.2,18.8,2017,2
33,19,0,0,2,2,60.0,60.0,1.0,1.6,15.4,12.2,4.2,4.2,6.2,4.2,1.2,1.4,13.0,9.8,2017,2
4,0,1,3,3,14,40.0,40.0,1.4,2.4,12.2,12.0,4.8,4.4,6.8,3.6,1.6,1.4,12.2,10.6,2017,3
10,29,0,1,2,3,20.0,0.0,1.4,0.6,7.4,8.4,3.4,3.0,3.0,5.2,1.8,3.0,14.6,16.4,2017,3
27,31,2,2,0,-4,40.0,0.0,1.4,0.4,12.4,10.4,4.8,4.2,5.0,4.4,0.8,2.4,13.2,15.0,2017,3
30,9,2,2,0,-7,80.0,100.0,2.8,1.6,24.2,13.6,8.8,5.2,6.6,3.2,0.8,0.2,6.6,9.8,2017,4
7,26,2,1,0,12,80.0,20.0,2.4,0.8,12.4,15.4,5.8,5.0,5.2,8.4,1.4,1.8,14.6,9.4,2017,14
14,4,2,3,1,2,20.0,40.0,1.6,1.4,10.8,10.6,3.8,3.6,3.2,6.6,2.0,1.8,16.0,14.8,2017,14
16,9,0,0,3,-9,40.0,80.0,1.6,1.2,9.0,13.2,3.4,4.2,4.0,3.8,1.6,0.6,13.8,9.8,2017,14
28,27,0,1,3,8,60.0,20.0,1.6,1.2,12.6,9.8,4.4,2.8,3.2,3.8,0.8,2.4,16.6,15.8,2017,14
29,0,0,0,4,10,40.0,20.0,2.0,2.2,13.2,10.6,5.4,3.8,6.2,3.4,2.8,1.8,11.4,12.4,2017,14
30,32,2,4,0,-11,100.0,40.0,3.0,1.0,21.6,7.6,8.2,2.4,5.2,4.2,0.6,1.0,7.6,12.6,2017,14
31,20,1,0,0,-5,40.0,0.0,1.4,0.8,9.4,6.8,3.2,2.2,3.2,2.4,1.8,1.4,12.8,17.6,2017,14
33,10,2,3,0,-8,40.0,0.0,0.8,2.0,13.0,11.8,4.0,4.6,5.4,5.4,1.6,2.8,13.6,15.6,2017,14
11,18,2,4,0,7,40.0,60.0,1.4,1.8,12.8,15.0,4.6,4.2,7.0,7.8,0.8,1.4,9.4,8.8,2017,15
19,17,1,1,1,-3,60.0,40.0,1.6,1.8,20.4,14.4,7.8,5.6,7.6,6.0,0.8,1.2,7.8,7.8,2017,15
4,31,1,2,2,3,40.0,0.0,2.0,0.4,13.0,10.2,5.8,4.2,6.2,5.2,2.2,2.8,11.8,16.2,2017,21
10,11,0,0,1,4,20.0,20.0,1.2,1.2,7.4,10.6,2.8,3.0,3.2,3.4,1.4,2.2,13.4,13.8,2017,21
17,29,0,2,3,-4,80.0,20.0,3.0,0.8,19.6,7.8,6.8,2.6,7.6,5.4,0.8,2.6,7.8,14.4,2017,21
18,30,1,2,2,1,60.0,40.0,1.6,2.0,16.0,14.0,5.4,4.8,7.6,6.2,1.2,1.2,7.4,10.8,2017,21
20,33,0,1,3,11,40.0,20.0,0.8,1.8,11.0,12.6,2.6,4.0,5.0,4.8,0.8,1.6,11.6,15.0,2017,21
27,19,1,1,1,4,40.0,80.0,1.2,2.0,12.4,11.6,5.0,4.4,5.2,3.0,0.6,0.6,12.2,8.6,2017,21
32,28,2,2,0,-3,80.0,20.0,2.6,0.8,11.6,8.8,3.8,2.8,3.2,3.4,1.0,2.6,11.4,21.0,2017,21
0,7,2,2,1,-16,80.0,0.0,2.0,0.4,20.0,8.6,5.8,2.6,6.2,4.6,0.6,2.2,8.2,18.0,2017,22
9,14,2,2,0,-8,100.0,0.0,3.0,0.2,14.8,13.2,5.4,5.0,4.6,7.0,0.6,2.2,6.2,16.0,2017,22
26,16,2,3,0,5,40.0,0.0,0.8,0.8,10.6,12.6,2.6,4.6,4.0,6.4,1.2,1.4,11.6,13.2,2017,22
0,31,0,1,2,-11,100.0,0.0,2.2,0.6,21.8,10.0,7.0,3.2,6.8,5.4,0.6,2.0,8.8,13.6,2017,31
4,10,0,0,2,1,40.0,0.0,2.2,1.6,11.6,10.6,5.4,3.8,5.6,4.4,2.2,2.8,12.0,15.6,2017,31
7,16,2,1,0,17,80.0,0.0,2.0,0.6,11.4,12.8,5.0,4.6,4.8,5.6,1.0,1.6,15.4,15.2,2017,31
17,9,1,1,1,-2,60.0,80.0,2.2,1.6,17.2,12.2,4.4,4.2,7.6,4.2,1.2,0.6,6.8,8.8,2017,31
20,32,1,1,1,4,40.0,20.0,1.0,0.6,10.8,6.0,2.8,1.4,6.0,3.0,1.2,1.6,11.6,15.8,2017,31
28,30,1,0,0,14,40.0,40.0,1.2,2.2,13.2,13.2,4.2,4.6,3.8,6.6,1.4,1.4,16.0,11.2,2017,31
29,26,2,2,1,6,40.0,20.0,1.8,0.6,14.4,15.6,5.8,4.6,6.4,7.8,3.0,1.6,12.4,10.0,2017,31
19,14,1,0,0,-13,60.0,0.0,1.6,0.2,19.8,11.6,7.4,4.4,6.6,6.8,0.8,2.0,9.4,15.6,2017,1
27,11,1,1,1,-2,40.0,40.0,1.4,1.4,10.8,13.6,4.0,4.6,4.8,4.4,0.6,1.2,15.4,11.2,2017,1
33,18,0,0,4,3,60.0,40.0,1.2,1.4,14.0,15.6,4.2,4.4,4.6,7.6,1.4,2.0,13.2,8.2,2017,1
9,0,2,3,1,8,100.0,40.0,2.4,2.8,12.4,12.4,4.6,4.8,5.6,3.0,0.6,1.6,7.8,12.4,2017,4
10,28,0,0,4,-2,20.0,0.0,1.0,0.4,7.2,8.8,2.8,2.6,4.4,3.8,1.2,2.8,14.6,19.4,2017,4
11,4,2,6,3,-5,60.0,20.0,2.0,1.4,11.2,10.4,4.2,4.4,5.6,6.8,0.6,2.4,11.0,14.8,2017,4
14,17,2,2,0,10,20.0,40.0,1.8,2.0,12.4,14.0,4.0,6.0,3.8,5.8,2.0,1.4,13.8,9.0,2017,4
26,33,0,1,3,-1,60.0,40.0,1.4,2.0,14.0,13.0,4.0,4.4,5.2,4.8,1.2,1.2,10.8,14.4,2017,4
30,20,2,1,0,-15,100.0,0.0,3.2,0.6,23.0,6.8,9.2,1.8,6.0,2.2,0.2,1.2,6.0,15.0,2017,4
31,7,2,2,1,-5,20.0,0.0,1.0,0.6,9.8,10.2,3.6,3.6,3.0,4.8,1.6,1.8,11.8,19.6,2017,4
32,27,2,1,0,5,80.0,40.0,2.2,1.6,11.2,10.2,3.6,3.2,2.6,3.4,1.0,2.4,12.2,16.8,2017,4
16,19,0,0,3,-4,40.0,60.0,1.4,1.6,9.4,14.8,3.4,5.4,3.6,4.4,1.8,0.6,13.2,8.6,2017,5
18,29,2,2,1,-8,60.0,40.0,1.8,1.2,14.4,8.0,5.4,2.6,7.0,5.4,1.4,2.8,7.6,14.8,2017,5
0,14,2,2,0,-16,80.0,0.0,1.8,0.2,22.6,11.6,7.4,4.4,8.0,5.6,0.8,1.8,9.0,15.4,2017,11
17,30,2,2,0,5,40.0,40.0,2.0,2.0,13.2,13.6,3.6,4.0,6.4,7.4,1.4,1.0,7.2,10.0,2017,11
19,31,2,2,0,-8,60.0,20.0,1.4,0.8,19.4,8.6,7.0,3.4,6.4,5.6,0.6,1.6,9.4,15.4,2017,11
20,11,1,0,0,7,20.0,40.0,1.0,1.6,9.8,13.8,2.6,5.4,4.2,5.0,1.4,1.2,13.6,10.6,2017,11
27,10,2,1,0,-6,20.0,20.0,1.2,1.2,11.6,10.4,4.6,3.8,5.0,3.8,0.8,1.8,15.4,14.0,2017,11
28,26,0,0,4,11,20.0,20.0,0.8,0.8,9.4,14.2,3.2,4.4,3.6,6.8,1.2,1.4,15.4,10.4,2017,11
33,32,1,2,2,-7,60.0,20.0,1.0,0.6,13.2,7.0,3.8,2.0,4.4,2.2,1.2,1.6,11.6,16.0,2017,11
7,9,1,1,1,8,100.0,60.0,2.0,1.2,14.2,11.8,4.6,3.8,5.8,4.4,0.6,0.6,13.8,7.4,2017,12
29,16,2,2,0,11,40.0,0.0,1.2,0.4,13.0,12.0,5.0,4.6,5.4,5.2,2.4,1.4,12.0,15.6,2017,12
4,18,0,0,2,12,20.0,40.0,1.4,1.8,11.2,13.6,4.2,4.2,5.2,6.8,2.0,1.8,12.2,7.4,2017,13
9,29,2,3,1,-2,100.0,40.0,2.6,1.4,13.2,8.6,4.8,3.0,7.0,6.0,0.6,2.2,7.2,12.6,2017,25
10,20,2,1,0,-3,0.0,0.0,0.4,0.2,9.6,7.2,3.8,1.4,4.8,2.0,2.0,1.0,13.2,16.2,2017,25
11,28,2,2,0,-6,80.0,20.0,3.0,1.2,11.6,9.6,5.0,3.8,5.2,3.2,1.0,2.4,12.6,18.2,2017,25
14,7,1,1,1,0,40.0,0.0,2.0,0.8,11.8,9.6,4.0,4.2,3.6,4.2,1.8,1.8,16.0,20.8,2017,25
31,33,1,1,1,6,40.0,60.0,1.4,2.4,10.8,13.0,4.6,4.8,3.0,4.4,1.6,1.2,11.2,15.2,2017,25
32,4,2,2,1,-2,80.0,20.0,1.8,1.8,12.2,12.2,3.8,5.4,3.0,6.4,0.8,3.0,11.2,14.6,2017,25
30,27,2,4,0,-6,100.0,20.0,2.4,1.4,20.8,9.8,7.2,3.4,7.2,4.0,0.2,2.6,7.4,17.8,2017,26
16,17,2,3,1,-7,40.0,40.0,1.0,1.4,9.4,16.4,3.0,6.4,5.2,7.0,2.0,1.0,15.0,8.0,2017,27
16,14,2,3,1,-17,40.0,0.0,0.8,0.2,10.0,11.4,3.2,4.2,5.6,6.2,1.8,1.6,14.6,13.4,2017,4
17,0,2,3,1,6,60.0,20.0,2.0,2.0,13.0,10.4,4.8,3.8,6.2,5.2,1.0,2.0,7.2,13.0,2017,4
19,4,1,1,1,-11,60.0,20.0,1.6,1.6,20.8,11.2,8.2,5.4,6.8,5.4,0.6,2.8,8.8,14.0,2017,4
27,20,2,2,0,-9,40.0,0.0,1.4,0.2,12.0,8.2,4.8,1.8,5.4,2.0,0.8,1.0,13.6,16.4,2017,4
29,7,2,3,2,-6,40.0,0.0,1.0,1.0,12.2,10.0,4.8,4.4,5.4,4.6,2.4,1.8,11.6,19.8,2017,4
31,26,0,3,4,7,20.0,40.0,1.0,1.6,10.4,14.2,3.6,5.2,3.4,5.0,1.4,1.4,11.6,10.6,2017,4
32,10,0,0,2,-1,80.0,20.0,1.6,0.6,12.2,8.8,3.8,2.8,4.6,3.4,0.8,1.4,12.0,12.4,2017,4
28,18,0,0,2,13,20.0,60.0,0.8,1.8,9.0,13.2,2.8,4.4,3.8,6.0,1.8,1.0,14.6,6.4,2017,5
30,11,2,3,2,-8,100.0,40.0,2.6,1.2,19.6,13.0,7.2,5.2,7.8,4.6,0.2,0.6,6.4,10.2,2017,5
33,9,0,1,2,-3,40.0,40.0,1.2,1.2,12.4,10.6,3.2,3.0,4.6,3.6,1.6,0.8,11.6,7.0,2017,6
18,27,1,0,0,-5,80.0,20.0,2.0,1.2,15.0,8.4,5.4,3.0,7.2,3.6,1.0,2.8,6.4,17.8,2017,8
4,33,2,3,2,9,0.0,60.0,1.2,2.2,10.4,14.2,3.8,4.6,5.0,4.8,2.4,1.0,13.2,13.4,2017,11
11,32,2,3,0,-3,80.0,20.0,3.0,1.0,12.8,7.4,5.8,2.4,5.6,3.0,0.8,1.8,12.8,16.8,2017,11
14,29,2,2,1,6,40.0,40.0,1.6,1.4,11.8,7.6,3.0,2.6,4.0,4.0,1.4,2.2,15.2,13.2,2017,11
17,7,2,2,1,-10,60.0,0.0,1.8,1.2,12.6,10.2,5.0,4.8,6.4,4.6,1.0,2.0,7.4,18.4,2017,12
4,29,2,2,0,4,20.0,40.0,1.6,1.6,12.6,7.0,4.6,2.8,4.6,3.8,2.2,2.0,13.4,14.2,2017,18
10,31,2,1,0,2,20.0,20.0,0.4,0.8,11.4,9.4,3.8,3.6,5.4,5.4,1.6,1.6,12.2,17.2,2017,18
11,14,2,4,0,-7,100.0,0.0,3.6,0.4,14.8,10.2,6.6,4.0,6.2,5.8,0.6,2.0,11.6,13.2,2017,18
27,9,0,1,2,-1,60.0,40.0,1.4,1.4,11.4,9.8,5.0,2.6,4.8,3.8,0.4,1.0,12.4,8.0,2017,18
28,7,1,0,0,-1,0.0,0.0,0.6,1.2,8.8,10.2,2.6,4.4,4.2,3.2,2.2,2.0,15.6,17.6,2017,18
32,0,2,3,1,12,80.0,20.0,1.6,2.0,12.4,10.0,3.8,3.8,5.2,5.2,0.8,2.2,12.0,13.8,2017,18
33,16,0,2,3,6,20.0,0.0,1.2,0.4,11.0,11.4,2.4,4.0,3.8,3.6,2.0,1.6,10.2,15.8,2017,18
18,17,1,1,1,-4,60.0,20.0,1.6,1.0,14.8,16.8,4.2,7.0,7.8,9.0,1.0,1.6,6.4,9.0,2017,19
20,19,0,1,3,13,20.0,80.0,1.0,2.0,10.0,15.8,2.6,6.8,4.2,4.4,0.8,0.4,12.0,8.2,2017,19
30,26,2,2,1,-3,100.0,40.0,2.8,1.8,17.6,15.4,6.8,5.8,7.0,5.2,0.4,1.8,7.0,11.8,2017,19
7,30,0,0,2,15,80.0,40.0,1.6,2.0,12.2,12.6,4.0,3.6,5.2,6.4,0.4,1.2,13.0,10.4,2017,1
9,10,0,1,2,-5,100.0,40.0,3.0,0.8,14.0,8.8,5.4,2.8,8.0,3.8,0.8,1.2,6.6,12.8,2017,1
14,33,2,2,1,11,60.0,40.0,2.0,1.8,12.8,14.4,3.8,4.6,3.6,5.2,1.0,1.4,14.2,14.8,2017,1
16,27,2,2,0,-8,60.0,20.0,1.4,1.0,12.0,8.2,3.8,3.0,7.0,3.4,1.6,2.0,15.0,16.2,2017,1
17,11,2,3,1,-3,60.0,20.0,2.0,1.2,13.6,13.0,5.4,5.4,7.8,4.2,1.2,1.2,7.8,12.8,2017,1
19,32,1,0,0,-9,40.0,20.0,1.2,1.0,19.6,7.8,7.8,2.6,8.8,3.2,0.6,2.2,8.0,14.8,2017,1
26,4,1,0,0,-10,40.0,20.0,1.4,1.8,14.8,10.4,4.0,5.0,4.8,4.8,1.8,2.4,9.4,15.2,2017,1
31,28,2,1,0,-4,20.0,20.0,1.4,1.2,11.8,9.4,3.8,3.6,3.2,3.6,2.0,2.2,13.6,19.4,2017,1
0,18,1,2,2,-2,80.0,60.0,1.6,1.6,21.8,12.8,7.6,4.6,7.2,5.4,0.6,1.0,8.4,6.6,2017,2
29,20,1,0,0,-6,60.0,0.0,1.4,0.2,14.0,8.2,5.4,1.8,5.6,1.6,2.0,1.2,10.0,17.8,2017,2
7,27,2,1,0,9,60.0,20.0,1.4,0.6,13.6,9.2,3.6,3.0,4.4,3.6,0.8,1.6,15.2,17.2,2017,4
16,28,2,2,0,-16,60.0,20.0,1.6,1.0,14.2,10.2,5.0,3.4,7.6,4.4,1.6,1.8,12.0,18.8,2017,4
19,11,1,1,1,-6,20.0,20.0,0.8,1.0,16.8,10.8,6.0,4.8,7.6,3.8,0.4,1.4,6.8,12.2,2017,4
31,32,2,2,0,-1,40.0,0.0,1.4,0.6,15.2,7.0,5.4,2.2,5.8,2.8,1.2,2.0,12.0,16.4,2017,4
0,33,2,3,0,-5,60.0,40.0,1.8,2.0,18.2,11.8,6.0,4.4,6.6,4.8,1.0,1.6,10.6,13.8,2017,5
9,18,2,2,1,6,80.0,60.0,2.6,2.0,16.0,13.8,6.8,5.2,8.8,5.8,1.2,1.2,6.8,7.2,2017,5
14,20,2,4,2,0,80.0,0.0,2.0,0.0,11.6,8.0,3.6,1.6,3.6,1.8,0.8,0.8,12.6,14.4,2017,5
17,4,1,2,2,-8,80.0,0.0,2.2,1.2,12.4,10.6,5.6,4.4,7.0,4.8,0.8,2.4,8.4,15.2,2017,5
26,10,2,3,1,-9,20.0,60.0,1.2,1.2,14.8,9.0,4.2,2.6,5.2,3.6,1.8,1.0,10.6,13.2,2017,5
29,30,0,1,3,9,60.0,40.0,1.4,1.6,14.2,13.0,5.0,4.0,7.0,5.8,1.4,1.0,9.4,11.2,2017,5
4,9,0,1,3,6,40.0,60.0,1.4,1.8,12.6,11.6,4.6,3.6,4.2,4.8,1.6,0.8,12.6,7.2,2017,8
18,14,2,3,1,-14,40.0,0.0,1.4,0.2,14.6,8.0,3.8,2.8,8.0,5.6,1.0,2.2,7.8,14.4,2017,8
20,7,1,0,0,0,0.0,0.0,0.6,1.0,10.0,11.0,2.4,3.6,5.2,3.4,1.4,1.6,12.0,15.6,2017,8
27,17,0,1,2,1,40.0,0.0,1.2,1.0,9.0,17.2,4.2,7.0,4.4,9.4,0.8,1.8,14.6,10.4,2017,8
30,31,2,4,0,-10,100.0,20.0,2.8,0.8,18.2,8.8,7.6,3.2,7.8,3.6,0.6,1.6,6.4,16.2,2017,8
32,26,0,0,1,8,80.0,40.0,1.6,2.0,13.2,14.6,4.4,5.8,4.6,3.8,0.8,1.6,10.8,10.8,2017,8
33,29,2,1,0,-5,20.0,20.0,1.6,1.2,13.4,6.8,3.4,2.2,4.6,3.6,2.2,2.2,9.8,15.2,2017,8
11,16,2,4,2,10,100.0,20.0,3.8,0.6,14.2,10.8,7.0,3.4,5.2,2.8,0.6,1.6,10.4,16.6,2017,9
28,19,0,0,3,12,0.0,80.0,0.2,2.2,9.6,15.4,2.6,6.8,4.4,3.4,1.8,0.4,14.8,9.0,2017,9
10,0,2,3,0,13,40.0,20.0,0.6,2.0,11.6,11.0,3.4,4.0,5.0,6.0,1.4,2.4,10.8,13.4,2017,10
10,16,1,2,2,14,60.0,20.0,1.0,1.0,13.6,10.0,4.0,3.4,5.2,3.6,1.0,2.4,10.8,17.2,2017,15
11,7,2,3,1,-7,100.0,0.0,3.8,0.8,15.4,10.2,7.6,2.6,5.4,2.8,1.0,1.2,9.0,14.8,2017,15
26,18,0,0,3,2,40.0,60.0,1.6,2.2,18.0,14.6,5.6,5.6,7.0,6.4,1.2,0.8,10.6,8.0,2017,15
27,14,2,3,1,-9,40.0,0.0,1.2,0.4,9.6,7.4,4.8,2.2,5.2,4.8,1.0,2.4,12.4,17.2,2017,15
28,33,1,2,2,10,0.0,20.0,0.0,1.4,8.6,10.6,2.8,3.8,4.2,3.8,1.8,2.0,15.6,15.8,2017,15
30,4,2,4,0,-13,100.0,0.0,2.8,1.4,17.8,10.4,6.6,3.6,7.6,4.2,0.6,2.2,7.4,16.4,2017,15
31,29,2,1,0,1,60.0,0.0,1.8,0.6,14.6,6.4,4.8,1.8,6.2,3.6,1.2,2.0,14.6,14.8,2017,15
19,9,2,2,0,-5,20.0,60.0,0.8,1.8,18.6,13.0,6.0,4.0,7.8,4.6,0.4,1.0,6.4,8.2,2017,16
32,17,0,0,1,6,60.0,20.0,1.2,1.0,13.8,15.8,4.6,4.8,5.8,10.0,1.0,1.6,11.0,10.2,2017,16
20,0,0,1,2,16,0.0,20.0,0.6,1.4,10.6,10.4,3.2,3.8,5.6,6.2,1.4,2.4,11.4,14.4,2017,17
4,20,2,4,0,-2,40.0,0.0,1.2,0.4,12.0,9.4,3.8,2.2,3.2,2.4,1.8,1.6,13.6,15.4,2017,22
14,31,2,2,0,5,80.0,20.0,2.2,0.8,12.2,8.6,4.0,3.2,4.4,3.4,1.0,2.0,13.4,16.6,2017,22
29,27,2,2,0,3,60.0,0.0,1.6,0.0,12.6,9.4,4.6,2.2,7.4,4.2,1.2,1.6,10.2,15.8,2017,22
33,11,1,0,0,-4,20.0,0.0,1.2,1.0,13.4,9.8,4.0,4.0,5.0,3.4,2.2,1.6,8.6,14.2,2017,22
7,19,0,0,2,13,60.0,80.0,0.8,2.4,11.8,17.0,3.0,7.6,3.8,3.8,0.6,0.4,16.0,8.8,2017,23
17,10,0,1,2,-7,80.0,60.0,2.4,1.4,15.0,10.4,6.6,3.0,7.8,5.4,1.0,1.0,8.2,15.4,2017,23
9,26,2,4,2,4,80.0,60.0,2.2,2.2,14.4,12.6,6.2,5.4,7.6,3.0,1.0,1.4,9.2,12.4,2017,25
0,16,2,1,0,1,60.0,20.0,2.0,1.4,18.0,9.0,6.2,3.4,6.0,4.2,1.0,2.2,10.6,16.2,2017,26
10,30,0,0,1,12,60.0,40.0,1.4,1.4,15.0,12.8,4.4,4.4,5.2,6.6,1.2,1.0,8.8,10.8,2017,26
20,28,2,1,0,1,0.0,20.0,0.6,0.8,11.0,11.0,3.8,3.4,4.6,5.2,1.2,1.4,11.2,19.4,2017,26
18,19,1,0,0,-1,40.0,80.0,1.6,2.4,16.4,16.8,4.6,7.6,7.8,4.2,1.0,0.4,6.8,8.8,2017,27
10,7,0,0,2,-3,60.0,0.0,1.4,0.8,12.0,10.8,2.8,3.2,4.4,3.6,0.6,1.6,10.4,17.6,2017,29
26,14,1,0,0,-12,40.0,0.0,1.4,0.6,17.6,9.0,5.6,2.4,6.0,6.0,1.4,3.0,12.8,17.0,2017,29
27,33,1,0,0,2,60.0,0.0,1.6,1.2,9.6,10.8,4.2,3.6,4.8,3.6,1.0,2.2,12.4,14.4,2017,29
28,4,0,0,1,1,0.0,0.0,0.4,0.8,10.8,7.8,3.4,2.2,5.4,2.8,2.2,1.8,14.2,18.2,2017,29
32,16,0,0,1,13,40.0,20.0,1.0,1.4,12.0,7.8,4.2,3.0,5.6,4.0,1.2,2.2,11.6,13.8,2017,29
11,9,0,0,3,1,100.0,60.0,3.2,1.6,18.2,12.4,7.0,3.6,5.8,4.6,0.6,1.2,8.0,8.6,2017,30
19,29,1,1,1,-7,40.0,0.0,1.2,0.4,17.4,8.2,5.4,2.2,6.6,3.4,0.4,1.8,6.2,14.4,2017,30
20,18,1,2,2,14,20.0,60.0,0.6,2.0,10.0,16.0,3.6,5.8,4.4,7.2,1.0,0.8,10.0,8.4,2017,30
30,0,2,2,0,1,100.0,20.0,3.4,1.0,19.2,10.0,8.4,3.4,8.0,6.6,0.6,2.6,6.8,14.6,2017,30
31,17,0,0,1,5,60.0,40.0,1.6,1.0,14.4,16.2,4.8,4.4,6.8,9.4,1.0,1.4,15.0,9.8,2017,1
33,30,2,1,0,4,20.0,60.0,1.2,1.2,15.2,15.2,4.4,4.8,6.2,8.0,1.4,0.6,7.2,8.6,2017,5
4,27,1,2,2,7,60.0,0.0,2.0,0.0,14.0,8.8,5.4,2.4,3.6,3.8,1.4,1.8,12.4,14.6,2017,6
7,32,1,2,2,4,40.0,0.0,0.6,0.6,11.6,10.0,2.4,2.6,4.0,4.0,1.0,1.6,14.4,14.0,2017,6
14,28,0,0,2,1,80.0,20.0,2.2,0.8,12.4,11.2,3.8,3.6,5.0,5.4,1.0,1.2,11.6,17.8,2017,6
16,31,2,3,0,-12,80.0,20.0,2.0,0.4,16.6,9.2,6.2,3.0,8.0,4.0,1.0,2.0,13.4,15.2,2017,6
18,10,2,5,0,-11,40.0,60.0,1.2,1.4,16.8,9.6,4.4,2.8,8.2,5.4,0.6,1.2,6.2,16.2,2017,6
29,11,2,1,0,1,60.0,0.0,1.6,0.8,12.4,7.8,4.8,3.0,8.6,3.2,1.0,1.4,10.0,14.4,2017,6
0,19,2,2,0,-3,60.0,80.0,1.8,2.2,15.6,12.4,5.6,6.2,6.4,3.6,0.8,0.2,9.4,11.4,2017,7
17,26,1,0,0,2,60.0,60.0,2.2,2.4,14.4,13.0,5.0,5.8,6.6,3.6,1.4,1.8,8.2,13.6,2017,7
9,20,2,3,0,-8,80.0,0.0,2.6,0.4,16.0,8.8,6.6,2.6,7.0,2.6,1.4,2.2,9.8,16.0,2017,8
26,0,0,0,2,4,20.0,20.0,0.8,0.8,15.8,10.6,4.6,3.2,5.8,5.0,1.4,2.4,12.4,16.0,2017,10
11,31,2,1,0,-2,80.0,0.0,2.8,0.0,16.6,10.0,6.2,3.2,4.2,3.2,1.2,2.4,8.2,13.4,2017,12
32,9,0,0,1,4,20.0,80.0,0.6,2.0,12.6,12.0,4.2,4.2,5.0,5.2,1.2,1.0,10.4,9.8,2017,12
4,7,2,2,1,-2,60.0,20.0,2.4,0.8,15.4,11.4,5.6,3.0,3.0,4.0,1.4,1.0,11.8,16.0,2017,13
18,16,2,2,1,3,40.0,40.0,1.8,1.6,18.6,7.2,5.8,3.0,8.0,4.6,0.4,1.8,6.4,15.0,2017,13
20,26,0,1,2,12,20.0,40.0,1.0,1.6,11.0,10.8,4.2,4.2,4.2,4.4,1.4,1.8,13.0,15.8,2017,13
27,0,0,1,4,7,40.0,40.0,1.4,1.0,12.0,11.4,4.2,3.4,4.8,5.4,1.0,1.8,13.6,15.2,2017,13
28,29,0,0,2,5,0.0,0.0,0.4,0.4,13.0,10.0,4.2,2.6,5.4,3.6,1.6,1.4,14.2,13.6,2017,13
10,14,2,4,0,-3,40.0,0.0,1.2,0.6,12.0,9.0,3.2,1.8,6.4,5.6,1.0,2.6,10.0,15.8,2017,14
30,19,2,2,1,-2,100.0,60.0,3.0,1.6,19.0,11.4,8.8,5.2,9.2,4.8,0.6,0.6,8.2,11.0,2017,14
33,17,0,0,4,-1,40.0,60.0,1.0,1.2,14.6,14.2,4.6,5.0,5.4,7.4,1.0,1.0,7.8,10.2,2017,14
9,31,2,4,3,-3,80.0,0.0,2.6,0.0,17.6,11.0,6.8,3.0,6.6,4.6,1.2,2.2,8.4,12.0,2017,15
0,28,2,2,0,-15,80.0,20.0,2.0,0.4,13.4,11.6,5.4,3.2,5.6,6.0,0.4,1.2,9.4,16.8,2017,16
18,32,2,3,1,-10,60.0,0.0,2.2,0.8,19.6,9.0,6.6,2.2,8.2,5.2,0.6,1.8,7.2,14.6,2017,16
26,19,1,0,0,1,20.0,40.0,0.6,1.2,14.4,10.2,3.8,4.4,6.8,4.8,1.2,0.8,13.4,11.8,2017,17
16,30,0,1,6,-2,100.0,60.0,2.6,1.2,16.6,14.6,7.0,5.2,8.0,7.0,0.4,0.8,13.2,10.6,2017,18
0,11,2,3,1,-9,80.0,0.0,2.0,0.8,17.2,8.0,6.6,2.8,8.4,3.8,0.4,1.6,8.8,14.4,2017,21
